"Search Phrase","Category","Product ID","Product","Brand or Artist","Release","Format","List Price","Sale Price","Discount","%","Comm.","Bestseller","Rating","Reviews","Link"
"","","B0013T8Y96","Caffe D'arte Firenze Northern Italian Blend Expresso, 45mm-Hard Espresso Pods (Pack of 120)","","","","","$40.97","","","$1.64","","3.8","18","http://www.amazon.com/Caffe-Darte-Northern-Expresso-45mm-Hard/dp/B0013T8Y96/ref=sr_1_64/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473599&sr=1-64&keywords=Northern&tag=dummyaffliate"
"","","B00DHF9XH6","Quilted Northern Ultra Plush Bath Tissue, 12 Double Rolls","","","","$18.07","$11.19","$6.88","38.1%","$0.45","","3.8","17","http://www.amazon.com/Quilted-Northern-Ultra-Tissue-Double/dp/B00DHF9XH6/ref=sr_1_13/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473595&sr=1-13&keywords=Northern&tag=dummyaffliate"
"","","B00F4SJ4IC","4pc Beauty Treats Lip Scrub with Almond Creme Wild Apple Vanilla Bean Dark Cherry All 4 Full Set","","","","$15.99","$7.99","$8.00","50.0%","$0.32","Yes","3.8","16","http://www.amazon.com/Beauty-Treats-Almond-Vanilla-Cherry/dp/B00F4SJ4IC/ref=sr_1_72/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473599&sr=1-72&keywords=Northern&tag=dummyaffliate"
"","","B00E2UWS90","Nebo Lite-Writer LED Pen/Stylus","","","","","$6.00 - $15.32","","","","","3.8","11","http://www.amazon.com/Nebo-Lite-Writer-LED-Pen-Stylus/dp/B00E2UWS90/ref=sr_1_103/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473604&sr=1-103&keywords=Northern&tag=dummyaffliate"
"","","B007RAM1FI","Havista Dried Mushrooms, Porcini, 1.5-ounce","","","","","$6.12","","","$0.24","","3.7","13","http://www.amazon.com/Havista-Dried-Mushrooms-Porcini-1-5-ounce/dp/B007RAM1FI/ref=sr_1_91/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473601&sr=1-91&keywords=Northern&tag=dummyaffliate"
"","","B000BQMBAU","Northern Lab-Goddards 708184 Goddard's Brass & Copper Polish, 7 oz.","","","","","$6.59","","","$0.26","","3.7","3","http://www.amazon.com/Northern-Lab-Goddards-708184-Goddards-Copper/dp/B000BQMBAU/ref=sr_1_112/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473604&sr=1-112&keywords=Northern&tag=dummyaffliate"
"","","B000DZBP60","Wagner 0417005 Control Spray HVLP Sprayer","","","","$89.99","$55.00","$34.99","38.9%","$2.20","","3.6","98","http://www.amazon.com/Wagner-0417005-Control-Spray-Sprayer/dp/B000DZBP60/ref=sr_1_90/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473601&sr=1-90&keywords=Northern&tag=dummyaffliate"
"","","B005CI9R72","Garmin Wrist Strap Kit for Forerunner 610","","","","$24.99","$18.12","$6.87","27.5%","$0.72","","3.6","54","http://www.amazon.com/Garmin-Wrist-Strap-Kit-Forerunner/dp/B005CI9R72/ref=sr_1_99/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473604&sr=1-99&keywords=Northern&tag=dummyaffliate"
"","","B000EZOP0W","SnackMasters California Style Turkey Jerky, Original, 1-Ounce Packages (Pack of 12)","","","","","$23.15","","","$0.93","","3.6","45","http://www.amazon.com/SnackMasters-California-Original-1-Ounce-Packages/dp/B000EZOP0W/ref=sr_1_113/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473604&sr=1-113&keywords=Northern&tag=dummyaffliate"
"","","B0007NP5RS","Timex T5E011 Digital Pedometer","","","","$19.95","$16.42","$3.53","17.7%","$0.66","","3.5","254","http://www.amazon.com/Timex-T5E011-Digital-Pedometer/dp/B0007NP5RS/ref=sr_1_74/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473601&sr=1-74&keywords=Northern&tag=dummyaffliate"
"","","B007RALXIE","Mushroom House Dried Mushroom, Forest Blend, 1-Pound","","","","","$22.02","","","$0.88","","3.5","52","http://www.amazon.com/Mushroom-House-Dried-Forest-1-Pound/dp/B007RALXIE/ref=sr_1_89/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473601&sr=1-89&keywords=Northern&tag=dummyaffliate"
"","","B00AKDZ6ME","Lumie Body Clock Active 250, Dawn Simulator Alarm Clock with FM Radio, White","","","","","$139.00","","","$5.56","","3.5","6","http://www.amazon.com/Lumie-Clock-Active-Simulator-Alarm/dp/B00AKDZ6ME/ref=sr_1_29/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473597&sr=1-29&keywords=Northern&tag=dummyaffliate"
"","","B002SVEORO","Quilted Northern Bathroom Tissue, Ultra Plush Double Rolls 4 Count","","","","","$10.99","","","$0.44","","3.4","37","http://www.amazon.com/Quilted-Northern-Bathroom-Tissue-Double/dp/B002SVEORO/ref=sr_1_19/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473595&sr=1-19&keywords=Northern&tag=dummyaffliate"
"","","B00CDBBOXQ","Garcinia Cambogia Extract Pure - Premium 1300 with Potassium, Calcium, Chromium and 60% HCA - Appetite Suppressant...","","","","$45.00","$27.97","$17.03","37.8%","$1.12","","3.2","12","http://www.amazon.com/Garcinia-Cambogia-Extract-Pure-Suppressant/dp/B00CDBBOXQ/ref=sr_1_28/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473597&sr=1-28&keywords=Northern&tag=dummyaffliate"
"","","B006QVWJGU","Quilted Northern Ultra Plush Bath Tissue, Double Roll, 6 ea","","","","","$6.25","","","$0.25","","3.2","6","http://www.amazon.com/Quilted-Northern-Ultra-Tissue-Double/dp/B006QVWJGU/ref=sr_1_10/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473595&sr=1-10&keywords=Northern&tag=dummyaffliate"
"","","B0049R2Y2C","Greenlite Lighting 11/20/26W/3WAY 35K 3 Way Spiral","","","","","$7.45","","","$0.30","","3.1","20","http://www.amazon.com/Greenlite-Lighting-26W-3WAY-Spiral/dp/B0049R2Y2C/ref=sr_1_118/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473604&sr=1-118&keywords=Northern&tag=dummyaffliate"
"","","B001KYVLRQ","Quilted Northern Ultra Plush Bathroom Tissue, Double Rolls, 3-ply, Unscented 12ct","","","","","$16.30","","","$0.65","","3.0","5","http://www.amazon.com/Quilted-Northern-Bathroom-Tissue-Unscented/dp/B001KYVLRQ/ref=sr_1_38/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473597&sr=1-38&keywords=Northern&tag=dummyaffliate"
"","","B002CYS2TS","Northern Light Technologies Nlt-pl36 Pl-36w","","","","","$7.00","","","$0.28","","3.0","4","http://www.amazon.com/Northern-Light-Technologies-Nlt-pl36-Pl-36w/dp/B002CYS2TS/ref=sr_1_42/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473597&sr=1-42&keywords=Northern&tag=dummyaffliate"
"","","B0009HMFPC","Cozy Products CF Cozy Feet Battery-Powered Reusable Shoe Inserts","","","","$24.99","$15.65","$9.34","37.4%","$0.63","","2.5","187","http://www.amazon.com/Cozy-Products-CF-Battery-Powered-Reusable/dp/B0009HMFPC/ref=sr_1_41/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473597&sr=1-41&keywords=Northern&tag=dummyaffliate"
"","","B002PN56W2","Quilted Northern Soft & Strong Bathroom Tissue - 36 Jumbo Rolls","","","","$47.99","$24.66","$23.33","48.6%","$0.99","","2.3","15","http://www.amazon.com/Quilted-Northern-Strong-Bathroom-Tissue/dp/B002PN56W2/ref=sr_1_34/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473597&sr=1-34&keywords=Northern&tag=dummyaffliate"
"","","B003O4KGBC","INTERNATONAL NAIL MANUFACTURERS Northern Lights Hologram Top Coat Gold","","","","","$11.25","","","$0.45","","1.0","1","http://www.amazon.com/INTERNATONAL-NAIL-MANUFACTURERS-Northern-Hologram/dp/B003O4KGBC/ref=sr_1_56/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473599&sr=1-56&keywords=Northern&tag=dummyaffliate"
"","","B00OXT0MZW","Quilted Northern Double Rolls Family Size Pack 96 Roll","","","","","$73.98","","","$2.96","","","","http://www.amazon.com/Quilted-Northern-Double-Rolls-Family/dp/B00OXT0MZW/ref=sr_1_20/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473595&sr=1-20&keywords=Northern&tag=dummyaffliate"
"","","B00HGYPFXK","Renuzit Holiday Gel Air Freshener - Northern Pine & Gingerbread Limited Edition - 2 Pack","","","","","$7.11","","","$0.28","","","","http://www.amazon.com/Renuzit-Holiday-Gel-Air-Freshener/dp/B00HGYPFXK/ref=sr_1_33/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473597&sr=1-33&keywords=Northern&tag=dummyaffliate"
"","","B00HEP9YD8","Quilted Northern Ultra Plush Bath Tissue, 48 Double Rolls","","","","","$44.49","","","$1.78","","","","http://www.amazon.com/Quilted-Northern-Ultra-Tissue-Double/dp/B00HEP9YD8/ref=sr_1_36/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473597&sr=1-36&keywords=Northern&tag=dummyaffliate"
"","","B005LXZE5C","Tilt Stand Combo - SAD - Light Therapy Box - Alaska Northern Lights","","","","$430.00","$379.00","$51.00","11.9%","$15.16","","","","http://www.amazon.com/Tilt-Stand-Combo-Therapy-Northern/dp/B005LXZE5C/ref=sr_1_37/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473597&sr=1-37&keywords=Northern&tag=dummyaffliate"
"","","B00NDMLBEG","Quilted Northern Ultra Plush Toilet Paper, Double Rolls, 96 Count","","","","","$74.60","","","$2.98","","","","http://www.amazon.com/Quilted-Northern-Ultra-Toilet-Double/dp/B00NDMLBEG/ref=sr_1_43/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473597&sr=1-43&keywords=Northern&tag=dummyaffliate"
"","","B0096XPUU2","Georgia-Pacific Quilted Northern Plush Bathroom Tissue - 3 Ply - 176Sheets/Roll - 30 / Pack - White","","","","","$22.99","","","$0.92","","","","http://www.amazon.com/Georgia-Pacific-Quilted-Northern-Bathroom-Tissue/dp/B0096XPUU2/ref=sr_1_50/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473599&sr=1-50&keywords=Northern&tag=dummyaffliate"
"","","B00298EEPS","Quilted Northern Ultra Plush Toilet Paper - Bathroom Tissue, 3 PLY, 30 Jumbo Rolls (Equals 80 Regular Rolls)","","","","$27.99","$20.99","$7.00","25.0%","$0.84","","","","http://www.amazon.com/Quilted-Northern-Ultra-Plush-Toilet/dp/B00298EEPS/ref=sr_1_76/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473601&sr=1-76&keywords=Northern&tag=dummyaffliate"
"","","B00CRF4I3G","Quilted Northern with Cleanstretch Triple Rolls , 8 ROL (Pack of 6)","","","","","$99.08","","","$3.96","","","","http://www.amazon.com/Quilted-Northern-Cleanstretch-Triple-Rolls/dp/B00CRF4I3G/ref=sr_1_80/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473601&sr=1-80&keywords=Northern&tag=dummyaffliate"
"","","B00CPY8HV8","Quilted Northern Ultra Soft & Strong, 6 Double Rolls","","","","","$4.00","","","$0.16","","","","http://www.amazon.com/Quilted-Northern-Ultra-Strong-Double/dp/B00CPY8HV8/ref=sr_1_88/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473601&sr=1-88&keywords=Northern&tag=dummyaffliate"
"","","B00MBMMJ0E","Replacement Tubes (2 bulbs) for TRAVelite and FLAMINGO ((for SAD Seasonally Affected Disorder)) Brand: Northern...","","","","","$74.99","","","$3.00","","","","http://www.amazon.com/Replacement-TRAVelite-Seasonally-S-D/dp/B00MBMMJ0E/ref=sr_1_104/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473604&sr=1-104&keywords=Northern&tag=dummyaffliate"
"","","B00I474P2A","Quilted Northern Ultra Plush Bath Tissue 3-Ply White 30ct","","","","","$36.69","","","$1.47","","","","http://www.amazon.com/Quilted-Northern-Ultra-Plush-Tissue/dp/B00I474P2A/ref=sr_1_105/190-9749015-2691453?s=hpc&ie=UTF8&qid=1415473604&sr=1-105&keywords=Northern&tag=dummyaffliate"
